v_mps,idx_a,idx_b,delta_true,delta_est,dt_true_ns,dt_est_ns,err_ns,rel_err_pct
0.1,3000,3000,0.133380655882594,0.133380655,2.05201009050144,2.05201007692308,-1.35783633226083e-08,-6.61710358319448e-07
0.2,3000,3000,0.266761311765187,0.266761313833807,4.10402018100288,4.10402021282779,3.18249133712811e-08,7.7545703889556e-07
0.5,3000,3001,-0.333096720587032,-0.333096724165484,10.2600504525072,10.2600503974558,-5.50514247521505e-08,-5.36560955591577e-07
1,3000,3001,0.333806558825936,0.33380656,20.5201009050144,20.5201009230786,1.80641990255026e-08,8.80317261066116e-08
1.5,3000,3002,0.000709838238904581,0.000709837496450812,30.7801513575216,30.7801513460953,-1.14262803663223e-08,-3.71222357993055e-08
2,3000,3003,-0.332386882348128,-0.332386884161934,41.0402018100288,41.0402017821218,-2.79069567454826e-08,-6.7999072896038e-08
3,3000,3004,0.00141967647780916,0.00141967750709839,61.5603027150432,61.5603027308779,1.58346651346619e-08,2.57222015427037e-08
