v_true_mps,v_est_mps,v_err_mps,q_true_m3ph,q_est_m3ph,q_err_m3ph
0.1,0.0999999993382896,-6.61710380933656e-10,0.113097335529233,0.113097334780856,-7.48376832726549e-10
0.2,0.200000001550914,1.55091406384145e-09,0.226194671058465,0.226194672812508,1.75404246682831e-09
0.5,0.499768645320472,-0.000231354679528339,0.565486677646163,0.565225021667994,-0.00026165597816874
1,0.99953729688398,-0.000462703116020036,1.13097335529233,1.1304500503967,-0.000523304895629462
1.5,1.49861252944381,-0.00138747055619426,1.69646003293849,1.69489084070818,-0.00156919223030827
2,1.99722634143088,-0.00277365856912426,2.26194671058465,2.25880977664629,-0.00313693393835779
3,2.99445524955471,-0.00554475044528546,3.39292006587698,3.38664910086161,-0.00627096501536295
