n_total,n_valid,invalid_rate,bias,std,rmse,abs_mean,ci95_low,ci95_high,outlier_rate
7,7,0,-6.03417823644544e-09,3.01645136545454e-08,2.85713804182134e-08,2.48124003882871e-08,-5.09797545511503e-08,2.97608062194143e-08,0
