v_mps,snr_db,n_total,n_valid,invalid_rate,dt_bias_ns,dt_std_ns,dt_rmse_ns,dt_abs_mean_ns,dt_ci95_low_ns,dt_ci95_high_ns,dt_outlier_rate,v_bias_mps,v_std_mps,v_rmse_mps,v_abs_mean_mps,v_ci95_low_mps,v_ci95_high_mps,v_outlier_rate
1,20,1000,1000,0,0.0317278507747646,0.62134605726713,0.621845244794323,0.487887393862002,-1.05628499389806,1.36245693318513,0,0.00154546852952745,0.0302658627673615,0.0302901782691926,0.0237650705848201,-0.0514518057926577,0.0663654884165349,0
